customerID,StreamingTV,StreamingMovies
9018-PCIOK,No,Yes
4837-QUSFT,Yes,No
6877-TJMBR,Yes,No
9953-ZMKSM,No internet service,No internet service
0907-HQNTS,Yes,Yes
7665-NKLAV,No,No
6769-DCQLI,Yes,Yes
2433-KMEAS,No,No
4391-LNRXK,No,Yes
8250-ZNGGW,No,No
2195-ZRVAX,No,Yes
3550-SAHFP,No,Yes
2011-TRQYE,No,No
8562-GHPPI,No internet service,No internet service
5893-PYOLZ,Yes,Yes
4986-MXSFP,No internet service,No internet service
6131-FOYAS,No,No
3027-YNWZU,No internet service,No internet service
5609-IMCGG,No,No
4873-ILOLJ,Yes,Yes
4727-MCYZG,No,Yes
9481-WHGWY,Yes,Yes
2725-KXXWT,Yes,Yes
9565-DJPIB,Yes,No
4328-VUFWD,No,Yes
3301-LSLWQ,No,Yes
7473-ZBDSN,No internet service,No internet service
3166-PNEOF,Yes,Yes
5639-NTUPK,No,No
8780-YRMTT,No,No
8348-HFYIV,Yes,Yes
5140-FOMCQ,Yes,Yes
6242-SGYTS,Yes,No
8166-ORCHU,No,Yes
8414-OOEEL,Yes,Yes
8454-AATJP,Yes,Yes
6849-WLEYG,No internet service,No internet service
4659-NZRUF,No,Yes
4531-AUZNK,Yes,No
4191-XOVOM,Yes,Yes
2150-OEGBV,No internet service,No internet service
8429-XIBUM,Yes,Yes
1855-CFULU,No internet service,No internet service
4878-BUNFV,No internet service,No internet service
1872-EBWSC,No internet service,No internet service
2608-BHKFN,No,No
7026-YMSBE,No internet service,No internet service
7341-LXCAF,No,No
6997-UVGOX,Yes,Yes
9674-EHPPG,No,No
9462-MJUAW,No,No
8128-YVJRG,No,No
5440-VHLUL,Yes,Yes
5781-BKHOP,Yes,No
4283-FUTGF,No,No
5213-TWWJU,No,Yes
1569-TTNYJ,No,No
8628-MFKAX,Yes,Yes
2397-BRLOM,Yes,No
7629-WIXZF,No,Yes
5445-GLVOT,No,No
3976-HXHCE,No internet service,No internet service
2466-NEJOJ,No internet service,No internet service
0254-KCJGT,No,Yes
5472-CVMDX,No,No
6461-SZMCV,Yes,Yes
8150-QUDFX,No internet service,No internet service
9508-ILZDG,Yes,No
2346-DJQTB,No,No
1697-LYYYX,No internet service,No internet service
1942-OQFRW,No,No
4749-VFKVB,No,No
9640-ZSLDC,No,Yes
4231-LZUYM,No internet service,No internet service
7598-UAASY,No,No
7938-OUHIO,Yes,Yes
8510-AWCXC,Yes,Yes
6128-AQBMT,Yes,Yes
3594-BDSOA,No internet service,No internet service
0431-APWVY,Yes,Yes
5133-VRSAB,No,No
5996-DAOQL,No internet service,No internet service
6838-YAUVY,No,Yes
0484-JPBRU,No internet service,No internet service
7883-ROJOC,No,No
0244-LGNFY,Yes,Yes
7274-CGTOD,No,No
4295-YURET,Yes,Yes
3426-NIYYL,No,No
8225-BTJAU,No,Yes
4635-EJYPD,No internet service,No internet service
1866-ZSLJM,No internet service,No internet service
4636-TVXVG,No internet service,No internet service
4236-UJPWO,No,No
9392-XBGTD,No internet service,No internet service
3387-VATUS,Yes,Yes
6402-SSEJG,Yes,Yes
1143-NMNQJ,No,Yes
1169-SAOCL,Yes,Yes
1110-KYLGQ,Yes,Yes
9929-PLVPA,No internet service,No internet service
3518-PZXZQ,Yes,No
2371-JUNGC,No internet service,No internet service
7693-QPEFS,No,No
0924-BJCRC,No,Yes
5074-FBGHB,Yes,Yes
2351-BKRZW,Yes,Yes
4455-BFSPD,Yes,Yes
0415-MOSGF,No,No
1724-BQUHA,Yes,Yes
3948-KXDUF,No,No
2323-ARSVR,Yes,Yes
0815-MFZGM,Yes,Yes
4826-XTSOH,Yes,No
5480-XTFFL,No internet service,No internet service
8295-FHIVV,No internet service,No internet service
2495-INZWQ,Yes,Yes
9086-YJYXS,Yes,Yes
1179-INLAT,No internet service,No internet service
7909-FIOIY,No,No
4139-SUGLD,No,No
6857-VWJDT,Yes,Yes
6351-SCJKT,No,No
5468-BPMMO,No internet service,No internet service
5624-BQSSA,No internet service,No internet service
0197-PNKNK,No,No
2439-QKJUL,No internet service,No internet service
1194-SPVSP,No internet service,No internet service
9534-NSXEM,No internet service,No internet service
2408-WITXK,No,Yes
8929-KSWIH,Yes,Yes
2250-IVBWA,No,No
1810-MVMAI,No,No
9506-UXUSK,No,No
1229-RCALF,Yes,Yes
3572-UOLYZ,No,No
1429-UYJSV,No internet service,No internet service
5577-OTWWW,No internet service,No internet service
6100-QQHEB,Yes,Yes
6366-XIVKZ,No,Yes
3470-OBUET,Yes,No
2770-NSVDG,No,No
9375-MHRRS,No,No
2634-HCZGT,No,No
7503-QQRVF,No,No
4860-YZGZM,No internet service,No internet service
6599-GZWCM,No,No
2691-NZETQ,Yes,No
4404-HIBDJ,Yes,No
5533-NHFRF,No,Yes
7037-MTYVW,Yes,Yes
4760-THGOT,No,Yes
7295-JOMMD,Yes,Yes
4016-BJKTZ,Yes,Yes
6584-VQMYT,No,No
9838-BFCQT,No internet service,No internet service
2790-XUYMV,No,No
0581-MDMPW,Yes,No
5013-SBUIH,Yes,Yes
1023-BQXZE,Yes,Yes
9163-GHAYE,No,No
3904-UKFRE,No,No
5353-WILCI,No,No
0709-TVGUR,No,No
0058-EVZWM,Yes,No
6023-YEBUP,Yes,Yes
7209-JCUDS,Yes,Yes
7009-PCARS,No internet service,No internet service
0519-DRGTI,No internet service,No internet service
1017-FBQMM,Yes,Yes
3001-CBHLQ,Yes,Yes
1985-MBRYP,No internet service,No internet service
6158-DWPZT,No,No
9372-TXXPS,No,No
3259-QMXUN,Yes,Yes
1015-JPFYW,No internet service,No internet service
6645-MXQJT,Yes,Yes
4360-QRAVE,No,No
8433-WPJTV,Yes,Yes
5804-JMYIO,No internet service,No internet service
3763-GCZHZ,Yes,Yes
6484-LATFU,No internet service,No internet service
7599-NTMDP,Yes,No
0772-GYEQQ,Yes,No
0536-ACXIP,Yes,Yes
0936-NQLJU,No internet service,No internet service
4831-EOBFE,Yes,Yes
1575-KRZZE,No,No
3251-YMVWZ,No internet service,No internet service
4102-OQUPX,No,No
9170-GYZJC,No,Yes
4884-LEVMQ,No internet service,No internet service
8857-CUPFQ,No internet service,No internet service
7610-TVOPG,No internet service,No internet service
3638-DIMPH,No,No
1845-ZLLIG,No,No
8559-WNQZS,No internet service,No internet service
3999-QGRJH,No,No
1699-UOTXU,No,No
2454-RPBRZ,Yes,No
0635-WKOLD,Yes,No
5993-JSUWV,No,No
4518-FZBSX,No internet service,No internet service
5387-ASZNZ,No,No
6988-CJEYV,Yes,Yes
2002-MZHWP,No internet service,No internet service
3097-FQTVJ,No internet service,No internet service
5465-BUBFA,No internet service,No internet service
7299-GNVPL,No,No
9743-DQKQW,No,No
1215-VFYVK,No,Yes
9371-BITHB,No internet service,No internet service
2265-CYWIV,Yes,Yes
9093-FPDLG,No,Yes
0541-FITGH,No,Yes
6985-HAYWX,No,No
7508-KBIMB,No,No
6838-HVLXG,No internet service,No internet service
2277-DJJDL,Yes,Yes
1897-OKVMW,Yes,Yes
5485-ITNPC,Yes,Yes
0233-FTHAV,No,No
4644-PIZRT,Yes,No
8922-NPKBJ,No internet service,No internet service
2740-TVLFN,No,No
7771-CFQRQ,No,Yes
9512-PHSMG,No internet service,No internet service
6963-EZQEE,Yes,Yes
2452-KDRRH,Yes,Yes
2004-OCQXK,No,Yes
5027-QPKTE,No,No
4146-SVFUD,No,No
1564-HJUVY,Yes,No
3617-XLSGQ,Yes,Yes
7517-LDMPS,No,Yes
7244-KXYZN,No internet service,No internet service
5226-NOZFC,Yes,No
2672-HUYVI,Yes,Yes
1400-WIVLL,Yes,Yes
7508-MYBOG,Yes,No
8148-NLEGT,No internet service,No internet service
0148-DCDOS,Yes,Yes
8347-GDTMP,No internet service,No internet service
9992-RRAMN,No,Yes
6746-WAUWT,No internet service,No internet service
0310-MVLET,Yes,Yes
0428-IKYCP,Yes,No
4550-VBOFE,Yes,Yes
2187-PKZAY,No,Yes
4003-OCTMP,No,Yes
6652-YFFJO,Yes,Yes
7225-IILWY,No internet service,No internet service
5248-RPYWW,Yes,Yes
7923-IYJWY,Yes,Yes
3170-GWYKC,Yes,Yes
5696-QURRL,No,No
7409-KIUTL,No,No
9830-ECLEN,Yes,No
1732-VHUBQ,No,No
0495-RVCBF,No,Yes
2668-TZSPS,No internet service,No internet service
7854-EDSSA,No,No
8869-TORSS,No,No
7446-SFAOA,No internet service,No internet service
9522-ZSINC,No internet service,No internet service
8234-GSZYK,No internet service,No internet service
6505-OZNPG,Yes,Yes
6164-HAQTX,Yes,No
0679-IDSTG,No,No
7765-LWVVH,Yes,No
1658-TJVOA,No,No
0953-LGOVU,No,No
2115-BFTIW,No,No
4692-NNQRU,No,No
7742-MYPGI,No,No
0611-DFXKO,Yes,Yes
7780-OTDSO,Yes,Yes
9619-GSATL,No,No
5622-UEJFI,No internet service,No internet service
9747-DDZOS,No,No
0674-DGMAQ,No,Yes
6203-HBZPA,Yes,Yes
0484-FFVBJ,Yes,Yes
0301-FIDRB,Yes,Yes
4139-JPIAM,No,Yes
2181-TIDSV,No internet service,No internet service
2761-XECQW,No,Yes
1936-CZAKF,Yes,Yes
9453-PATOS,Yes,Yes
0564-JJHGS,Yes,Yes
3348-CFRNX,Yes,Yes
4402-FTBXC,Yes,No
1428-GTBJJ,No,No
2931-XIQBR,Yes,Yes
0106-UGRDO,Yes,Yes
5542-TBBWB,No,No
1930-QPBVZ,No,Yes
2606-PKWJB,No,No
5322-ZSMZY,No internet service,No internet service
8059-UDZFY,Yes,Yes
7740-BTPUX,Yes,Yes
5220-AGAAX,No internet service,No internet service
0208-BPQEJ,No internet service,No internet service
9435-JMLSX,Yes,Yes
3352-ALMCK,Yes,Yes
5312-IRCFR,No,Yes
5294-IMHHT,No,Yes
8802-UNOJF,No,No
6313-GIDIT,Yes,Yes
6176-YJWAS,Yes,No
5310-NOOVA,No internet service,No internet service
4526-EXKKN,No internet service,No internet service
5311-IHLEI,Yes,No
3987-KQDDU,No,No
3404-JNXAX,No,No
5131-PONJI,Yes,No
2845-AFFTX,Yes,Yes
3489-VSFRD,No,No
3345-JHUEO,No internet service,No internet service
5815-HGGHV,No,Yes
5260-UMPWX,No internet service,No internet service
2249-YPRNG,Yes,Yes
7410-YTJIK,No,No
4626-GYCZP,Yes,Yes
5649-RXQTV,Yes,Yes
2674-MIAHT,No,No
2576-HXMPA,No internet service,No internet service
7587-AOVVU,Yes,No
5590-BYNII,Yes,Yes
6898-MDLZW,No,No
3237-AJGEH,No,No
4707-YNOQA,No internet service,No internet service
9357-UJRUN,No,No
1591-NFNLQ,No,No
8648-PFRMP,Yes,Yes
7663-CUXZB,Yes,Yes
0258-NOKBL,No,Yes
1163-VIPRI,Yes,Yes
2815-CPTUL,No,No
9348-ROUAI,Yes,Yes
9443-JUBUO,Yes,Yes
0596-BQCEQ,Yes,Yes
1481-ZUWZA,No,Yes
3043-TYBNO,No,Yes
4830-FAXFM,No internet service,No internet service
5906-BFOZT,No internet service,No internet service
2960-NKRSO,No,No
8996-ZROXE,No,No
5598-IKHQQ,No internet service,No internet service
0397-ZXWQF,No internet service,No internet service
5266-PFRQK,No internet service,No internet service
4674-HGNUA,Yes,Yes
6765-MBQNU,No internet service,No internet service
9786-IJYDL,Yes,Yes
1303-SRDOK,No,No
3769-MHZNV,No internet service,No internet service
6295-OSINB,Yes,Yes
3308-MHOOC,No internet service,No internet service
2309-OSFEU,No,Yes
2207-QPJED,Yes,No
4177-JPDFU,No,No
2239-CFOUJ,No internet service,No internet service
8046-DNVTL,No,No
2209-XADXF,No,No
6620-JDYNW,No,No
1891-FZYSA,Yes,No
4770-UEZOX,No,No
1038-RQOST,No internet service,No internet service
7613-LLQFO,Yes,No
4568-TTZRT,No internet service,No internet service
9513-DXHDA,Yes,Yes
2640-PMGFL,No,No
3801-HMYNL,Yes,Yes
0516-QREYC,No internet service,No internet service
9685-WKZGT,No,No
6022-UGGSO,No,No
8084-OIVBS,No internet service,No internet service
8896-BQTTI,No internet service,No internet service
3865-QBWSJ,No,No
3352-RICWQ,No internet service,No internet service
2160-GPFXD,No,No
2065-MMKGR,Yes,Yes
5857-TYBCJ,Yes,No
1498-NHTLT,Yes,Yes
4484-CGXFK,No,Yes
1402-PTHGN,No,No
4176-RELJR,No internet service,No internet service
6214-EDAKZ,No,No
5199-FPUSP,No,No
6377-KSLXC,No internet service,No internet service
1796-JANOW,No internet service,No internet service
0238-WHBIQ,Yes,Yes
8735-NBLWT,No internet service,No internet service
6651-RLGGM,No internet service,No internet service
6127-ISGTU,Yes,No
1614-JBEBI,No internet service,No internet service
8740-XLHDR,No,No
1208-DNHLN,No,No
1761-AEZZR,Yes,No
3923-CSIHK,No,No
5696-EXCYS,No internet service,No internet service
5795-KTGUD,Yes,Yes
7120-RFMVS,Yes,No
7924-GJZFI,No,No
4702-HDRKD,Yes,No
8512-WIWYV,No internet service,No internet service
5897-ZYEKH,Yes,Yes
5456-ITGIC,Yes,Yes
7317-GGVPB,Yes,Yes
1406-PUQVY,No,No
1322-AGOQM,No,No
3677-IYRBF,No,No
5692-FPTAH,No,No
9114-AAFQH,No,Yes
8715-KKTFG,Yes,Yes
1550-LOAHA,No,Yes
1728-BQDMA,No,No
0268-QKIWO,No internet service,No internet service
0876-WDUUZ,No,Yes
5117-ZSMHQ,Yes,Yes
5151-HQRDG,No,No
0960-HUWBM,Yes,Yes
6465-GSRCL,Yes,Yes
0617-FHSGK,No,No
0263-FJTQO,Yes,No
7319-ZNRTR,No internet service,No internet service
2858-MOFSQ,No,No
7503-EPSZW,No internet service,No internet service
7089-XXAYG,Yes,No
8118-LSUEL,Yes,Yes
8070-AAWZP,No,No
1666-JXLKU,Yes,Yes
7855-DIWPO,No,No
5133-POWUA,No,No
5652-MSDEY,No,No
7005-CCBKV,No,Yes
1810-BOHSY,No,Yes
1784-BXEFA,No internet service,No internet service
7351-MHQVU,No,Yes
9224-VTYID,Yes,Yes
9500-IWPXQ,No,Yes
5762-TJXGK,Yes,Yes
4504-YOULA,No,No
5569-IDSEY,Yes,Yes
4250-FDVOU,No,No
7284-ZZLOH,No,No
5277-ZLOOR,Yes,No
2141-RRYGO,Yes,Yes
1777-JYQPJ,No,No
6376-GAHQE,Yes,No
3401-URHDA,No,No
1599-EAHXY,No internet service,No internet service
8631-XVRZL,No internet service,No internet service
5052-PNLOS,Yes,Yes
3853-LYGAM,No,Yes
6979-ZNSFF,Yes,No
5751-USDBL,Yes,Yes
5680-LQOGP,Yes,Yes
2386-LAHRK,Yes,No
8189-DUKMV,No internet service,No internet service
6032-IGALN,No,No
9931-DCEZH,No,No
1898-JSNDC,Yes,No
0315-LVCRK,No,Yes
3911-RSNHI,Yes,Yes
2410-CIYFZ,No internet service,No internet service
4248-HCETZ,No,No
5505-OVWQW,No internet service,No internet service
7271-AJDTL,Yes,No
1867-TJHTS,No,No
0516-WJVXC,No,No
9174-FKWZE,No internet service,No internet service
6860-YRJZP,No,No
4429-WYGFR,No,No
2817-LVCPP,No internet service,No internet service
5038-ETMLM,Yes,Yes
5056-FIMPT,Yes,Yes
4521-WFJAI,No internet service,No internet service
6569-KTMDU,No internet service,No internet service
8809-RIHDD,Yes,Yes
8809-XKHMD,No,Yes
0396-YCHWO,Yes,Yes
0867-LDTTC,Yes,Yes
4822-NGOCH,No,No
9391-DXGGG,No,Yes
9844-FELAJ,Yes,Yes
2122-SZZZD,No internet service,No internet service
5307-DZCVC,Yes,No
3148-AOIQT,No internet service,No internet service
8679-JOEVF,Yes,No
8395-ETZKQ,No internet service,No internet service
6692-YQHXC,No,No
3889-VWBID,Yes,Yes
5222-JCXZT,No internet service,No internet service
9754-CLVZW,No,No
1432-FPAXX,No,No
2739-CCZMB,No internet service,No internet service
7080-TNUWP,Yes,No
0496-AHOOK,Yes,Yes
8336-TAVKX,No,Yes
2468-SJFLM,No,No
3181-VTHOE,No,Yes
7168-HDQHG,No internet service,No internet service
4803-AXVYP,Yes,Yes
3884-HCSWG,No,No
4567-AKPIA,Yes,Yes
5077-DXTCG,No,No
1142-WACZW,No,No
7901-HXJVA,No,No
5649-ANRML,No,Yes
4892-VLANZ,No internet service,No internet service
5924-IFQTT,Yes,No
7968-QUXNS,No internet service,No internet service
2919-HBCJO,No,No
4236-XPXAV,Yes,Yes
8903-WMRNW,Yes,Yes
2452-SNHFZ,No,No
3629-WEAAM,No,Yes
6029-CSMJE,No,No
7993-NQLJE,No,No
9909-DFRJA,No,Yes
9099-FTUHS,No,No
0581-BXBUB,No,No
4962-CHQPW,No internet service,No internet service
9467-ROOLM,No internet service,No internet service
3030-YZADT,No,No
7410-KTVFV,No,No
5150-ITWWB,Yes,Yes
2253-KPMNB,No,No
1345-ZUKID,No internet service,No internet service
6429-SHBCB,Yes,Yes
9281-OFDMF,No,Yes
2603-HVKCG,Yes,Yes
1834-WULEG,No internet service,No internet service
9097-ZUBYC,No,No
5148-ORICT,No,Yes
4893-GYUJU,No internet service,No internet service
4578-PHJYZ,Yes,No
7272-QDCKA,Yes,Yes
8908-SLFCJ,No internet service,No internet service
8393-DLHGA,Yes,Yes
9766-HGEDE,No internet service,No internet service
6968-MHOMU,Yes,Yes
7395-IGJOS,No,Yes
5044-XDPYX,No internet service,No internet service
1814-WFGVS,Yes,No
2834-SPCJV,Yes,No
3721-WKIIL,No internet service,No internet service
6734-CKRSM,No internet service,No internet service
1265-ZFOSD,No,Yes
6568-POCUI,Yes,Yes
7890-VYYWG,Yes,No
5197-LQXXH,Yes,Yes
9907-SWKKF,No,No
3457-PQBYH,No internet service,No internet service
7682-AZNDK,Yes,No
0587-DMGBH,No,No
5384-ZTTWP,No internet service,No internet service
3745-HRPHI,Yes,Yes
7636-OWBPG,No,No
1231-YNDEK,No internet service,No internet service
1407-DIGZV,No internet service,No internet service
6397-JNZZG,Yes,Yes
0570-BFQHT,No,No
4393-OBCRR,No internet service,No internet service
3523-QRQLL,Yes,Yes
8564-LDKFL,Yes,Yes
3696-DFHHB,No internet service,No internet service
0895-DQHEW,Yes,Yes
4717-GHADL,Yes,Yes
5501-TVMGM,No,Yes
5879-HMFFH,Yes,Yes
6772-WFQRD,No internet service,No internet service
3810-DVDQQ,Yes,Yes
6972-SNKKW,No internet service,No internet service
3694-GLTJM,No internet service,No internet service
8550-XSXUQ,No,Yes
8149-RSOUN,Yes,Yes
9055-MOJJJ,Yes,No
4359-INNWN,No internet service,No internet service
0585-EGDDA,No,No
4032-RMHCI,No,No
0549-CYCQN,No,No
3481-JHUZH,No,No
7250-EQKIY,No,No
3594-IVHJZ,No internet service,No internet service
6869-FGJJC,No,No
3896-ZVNET,No internet service,No internet service
8205-VSLRB,No,Yes
5960-MVTUK,No,No
6817-WTYHE,No,No
3082-VQXNH,No,No
4013-UBXWQ,Yes,Yes
4931-TRZWN,Yes,Yes
0750-EKNGL,No internet service,No internet service
7669-LCRSD,Yes,No
3567-PQTSO,Yes,Yes
5519-NPHVG,Yes,Yes
8043-PNYSD,No internet service,No internet service
9938-EKRGF,Yes,Yes
2703-AMTUL,No,No
0928-JMXNP,No,No
8173-RXAYP,No internet service,No internet service
4825-XJGDM,No,No
5402-HTOTQ,No,No
6734-JDTTV,No internet service,No internet service
7850-THJMU,No internet service,No internet service
3890-RTCMS,No,No
8849-GYOKR,Yes,Yes
3148-BLQJT,No internet service,No internet service
3717-FDJFU,No internet service,No internet service
3665-JATSN,No,Yes
7966-YOTQW,No,No
0461-CVKMU,No,No
8806-EAGWC,Yes,No
8853-TZDGH,Yes,Yes
7779-LGOVN,No,Yes
4324-BZCKL,No,No
6924-TDGMT,No internet service,No internet service
9710-ZUSHQ,Yes,Yes
1536-YHDOE,No,No
8123-QBNAZ,Yes,Yes
3629-ZNKXA,Yes,Yes
4827-LTQRJ,Yes,Yes
7711-YIJWC,Yes,Yes
5482-VXSXJ,Yes,Yes
7365-BVCJH,No,No
9620-ENEJV,No,No
4183-WCSEP,No,No
2378-YIZKA,Yes,Yes
5498-TXHLF,Yes,No
0689-DSXGL,No,No
6818-DJXAA,Yes,No
9722-UJOJR,No,No
0464-WJTKO,No internet service,No internet service
8902-ZEOVF,No internet service,No internet service
6778-EICRF,Yes,Yes
2662-NNTDK,No internet service,No internet service
4132-KALRO,Yes,Yes
3902-FOIGH,Yes,Yes
6772-KSATR,No,No
7112-OPOTK,No,No
2874-YXVVA,Yes,Yes
1245-HARPS,No internet service,No internet service
4210-QFJMF,No,Yes
4323-ELYYB,No internet service,No internet service
4293-ETKAP,Yes,Yes
6064-PUPMC,No,No
6504-VBLFL,No,No
6322-PJJDJ,Yes,Yes
0330-BGYZE,Yes,Yes
1085-LDWAM,No internet service,No internet service
7586-ZATGZ,Yes,No
7197-VOJMM,No,Yes
3318-OSATS,Yes,Yes
5828-AVIPD,Yes,Yes
1843-TLSGD,No internet service,No internet service
9626-VFRGG,Yes,No
7075-BNDVQ,No,No
9143-CANJF,No,No
7284-BUYEC,Yes,Yes
2041-JIJCI,No,Yes
1086-LXKFY,No,No
4900-MSOMT,Yes,No
2229-VWQJH,No,No
9194-GFVOI,Yes,Yes
1336-EZFZY,No internet service,No internet service
4282-MSACW,Yes,Yes
1403-LKLIK,No internet service,No internet service
2636-ALXXZ,No,No
7774-OJSXI,Yes,Yes
7786-WBJYI,No,No
0136-IFMYD,Yes,Yes
5144-TVGLP,Yes,Yes
9643-AVVWI,No,No
0253-ZTEOB,Yes,Yes
2706-QZIHY,No internet service,No internet service
6061-PQHMK,No internet service,No internet service
9885-CSMWE,Yes,No
6137-MFAJN,Yes,No
9122-UMROB,No internet service,No internet service
4232-JGKIY,No internet service,No internet service
2402-TAIRZ,No,No
9659-ZTWSM,Yes,Yes
9139-TWBAS,Yes,No
6685-GBWJZ,Yes,No
5016-ETTFF,No,No
3866-MDTUB,Yes,Yes
2195-VVRJF,No,Yes
3913-RDSJZ,No internet service,No internet service
8058-JMEQO,No,Yes
4203-QGNZA,No internet service,No internet service
5043-TRZWM,No,No
0697-ZMSWS,No,Yes
7657-DYEPJ,Yes,No
9494-BDNNC,No,Yes
1640-PLFMP,No,No
5366-OBVMR,No,No
8276-MQBYC,Yes,Yes
7644-OMVMY,No internet service,No internet service
7593-XFKDI,No,No
4573-JKNAE,No internet service,No internet service
0337-CNPZE,Yes,Yes
9817-APLHW,No internet service,No internet service
8380-MQINP,No internet service,No internet service
0840-DFEZH,No,No
1513-XNPPH,No,Yes
8690-ZVLCL,Yes,Yes
6015-VVHHE,Yes,No
1125-SNVCK,No,No
0384-LPITE,Yes,Yes
4616-EWBNJ,No internet service,No internet service
6347-DCUIK,No,No
1335-HQMKX,Yes,Yes
2545-EBUPK,No,Yes
6923-AQONU,No internet service,No internet service
2172-EJXVF,Yes,Yes
0897-FEGMU,Yes,Yes
7663-RGWBC,No,No
1120-BMWUB,No,No
9124-LHCJQ,No,Yes
4536-PLEQY,No,Yes
7029-IJEJK,No,Yes
8871-JLMHM,No,No
2235-ZGKPT,No,No
3891-PUQOD,No,Yes
5447-VYTKW,No,No
3623-FQBOX,No internet service,No internet service
0689-NKYLF,Yes,No
8659-HDIYE,No,Yes
3658-KIBGF,No,No
3474-BAFSJ,Yes,Yes
5519-YLDGW,Yes,Yes
3865-ZFZIB,No internet service,No internet service
1855-AGAWH,Yes,Yes
7109-CQYUZ,Yes,Yes
1370-GGAWX,No,Yes
4680-KUTAJ,No,No
5307-UVGNB,No,Yes
4946-EDSEW,No internet service,No internet service
2883-ILGWO,Yes,Yes
2516-VQRRV,No,No
7580-UGXNC,No,No
3642-BYHDO,No internet service,No internet service
9629-NHXFW,No internet service,No internet service
2696-RZVZW,No internet service,No internet service
5766-FTRTS,Yes,Yes
0396-HUJBP,No internet service,No internet service
5178-LMXOP,Yes,Yes
8879-ZKJOF,Yes,Yes
6285-FTQBF,No internet service,No internet service
8185-UPYBR,No,No
4585-HETAI,No,No
7526-BEZQB,Yes,Yes
1474-JUWSM,No,Yes
3530-CRZSB,No internet service,No internet service
8498-XXGWA,No,No
9617-INGJY,No,No
0621-TSSMU,No internet service,No internet service
7234-KMNRQ,No internet service,No internet service
7636-PEPNS,No,No
4683-WYDOU,Yes,Yes
9052-DHNKM,No,No
6794-HKIAJ,No,No
5578-NKCXI,Yes,Yes
1642-HMARX,Yes,Yes
3096-WPXBT,No,Yes
8434-PNQZX,Yes,Yes
5950-AAAGJ,Yes,No
4299-OPXEJ,No internet service,No internet service
4951-UKAAQ,No,Yes
9618-LFJRU,No internet service,No internet service
6693-DJWTY,No,No
0744-GKNGE,No,No
6447-EGDIV,No internet service,No internet service
1167-OYZJF,No internet service,No internet service
2108-YKQTY,No,No
4806-DXQCE,Yes,Yes
4918-QLLIW,Yes,No
7056-IMHCC,Yes,Yes
4854-SSLTN,No,No
5294-DMSFH,Yes,Yes
4837-PZTIC,No,No
1625-JAIIY,Yes,No
0603-OLQDC,Yes,Yes
3272-VUHPV,No,No
4176-FXYBO,Yes,Yes
1063-DHQJF,Yes,No
8663-UPDGF,Yes,No
6719-FGEDO,No,No
1837-YQUCE,Yes,Yes
2947-DOMLJ,No,No
4112-LUEIZ,Yes,Yes
0369-ZGOVK,No,No
4510-HIMLV,No,No
9919-KNPOO,Yes,Yes
8749-JMNKX,Yes,No
7872-BAAZR,No internet service,No internet service
9391-LMANN,No,Yes
2430-USGXP,Yes,Yes
8174-TBVCF,Yes,Yes
1698-XFZCI,Yes,Yes
1877-HKBQX,No,No
4450-DLLMH,No,No
0428-AXXLJ,No internet service,No internet service
2746-DIJLO,No,No
5955-ERIHD,Yes,Yes
0917-EZOLA,Yes,Yes
3508-VLHCZ,Yes,Yes
4086-ATNFV,No,No
0468-YRPXN,Yes,Yes
5996-NRVXR,Yes,No
3739-YBWAB,No,No
7047-FWEYA,Yes,Yes
2000-MPKCA,Yes,Yes
9762-YAQAA,No,No
5949-EBSQK,No,Yes
5473-KHBPS,Yes,No
0100-DUVFC,Yes,Yes
5397-TUPSH,No,No
8950-MTZNV,No,No
0326-VDYXE,Yes,Yes
6773-LQTVT,No,No
7274-RTAPZ,Yes,Yes
0436-TWFFZ,Yes,Yes
8566-YPRGL,No internet service,No internet service
0311-UNPFF,Yes,Yes
6609-MXJHJ,No internet service,No internet service
2669-OIDSD,Yes,Yes
8400-WZICQ,No,No
3834-XUIFC,No,Yes
9576-SYUHJ,Yes,No
0410-IPFTY,No,Yes
2831-EBWRN,No,No
9430-NKQLY,No internet service,No internet service
8414-MYSHR,Yes,Yes
0247-SLUJI,No internet service,No internet service
9402-ORRAH,Yes,Yes
6483-OATDN,No,No
1293-HHSHJ,No internet service,No internet service
4840-ORQXB,Yes,Yes
7599-FKVXZ,Yes,Yes
3982-DQLUS,No,No
8610-ZIKJJ,No internet service,No internet service
3756-VNWDH,Yes,Yes
7801-KICAO,No,No
7673-LPRNY,Yes,Yes
8229-TNIQA,No,No
6060-QBMGV,No internet service,No internet service
7339-POGZN,No,No
2828-SLQPF,No,No
4465-VDKIQ,No,No
2921-XWDJH,No,Yes
6221-AVQYL,No,No
2558-BUOZZ,Yes,No
9257-AZMTZ,No internet service,No internet service
0003-MKNFE,No,Yes
0975-UYDTX,Yes,Yes
7743-EXURX,No,No
4682-BLBUC,Yes,No
0975-VOOVL,No,No
5968-VXZLG,No,No
5569-KGJHX,Yes,No
4988-IQIGL,No,No
5201-FRKKS,No,No
9799-CAYJJ,No,No
7730-IUTDZ,No,No
0426-TIRNE,No internet service,No internet service
5443-SCMKX,No,Yes
8295-KMENE,Yes,No
6738-ISCBM,Yes,Yes
9821-BESNZ,Yes,Yes
3678-MNGZX,No internet service,No internet service
1335-NTIUC,No,No
2916-BQZLN,No,No
4558-CGYCZ,No internet service,No internet service
2368-GAKKQ,Yes,Yes
